YIL,AY,ORTALAMA_TUKETIM_MEAN,ABONE_ADEDI_SUM,KAYIT_SAYISI,ORT_DOLULUK,TOPLAM_SU,BARAJ_SAYISI,TUKETIM
2024,7,170.5,7.0,1.0,39.32833333333333,289223000.0,6.0,73.61
2021,11,170.5,7.0,1.0,36.111666666666665,299884000.0,6.0,134.38
2024,5,170.5,7.0,1.0,47.67666666666667,331440000.0,6.0,186.02
2020,6,420.6666666666667,5.0,3.0,43.65833333333334,337939000.0,6.0,144.12
2023,6,111.0,6.0,1.0,44.945,320996000.0,6.0,169.1
2021,12,170.5,7.0,1.0,44.43,313786000.0,6.0,144.37
2024,7,170.5,7.0,1.0,39.32833333333333,289223000.0,6.0,131.91
2024,7,170.5,7.0,1.0,39.32833333333333,289223000.0,6.0,108.08
2023,9,170.5,7.0,1.0,29.215,272137000.0,6.0,127.1
2022,8,170.5,7.0,1.0,46.225,334604000.0,6.0,140.83
2024,9,101.0,6.0,1.0,25.81833333333333,233360000.0,6.0,48.73
2022,4,22.0,6.0,1.0,69.625,417610000.0,6.0,147.76
2021,1,103.0,12.0,1.0,42.87166666666667,270220000.0,6.0,146.96
2024,6,170.5,7.0,1.0,44.92,314563000.0,6.0,106.13
2020,12,274.5,35.0,2.0,33.15833333333333,251570000.0,6.0,89.61
2022,4,107.0,20.0,1.0,69.625,417610000.0,6.0,114.07
2024,8,156.75,12.0,4.0,32.655,257371000.0,6.0,100.32
2021,4,170.5,7.0,1.0,71.15166666666666,454646000.0,6.0,107.64
2023,10,170.5,7.0,1.0,24.72666666666667,244436000.0,6.0,98.98
2023,9,184.0,1.0,1.0,29.215,272137000.0,6.0,140.77
2020,11,170.5,7.0,1.0,24.118333333333336,243861000.0,6.0,200.48
2022,4,170.5,7.0,1.0,69.625,417610000.0,6.0,137.01
2020,6,133.0,1.0,1.0,43.65833333333334,337939000.0,6.0,145.42
2021,6,170.5,7.0,1.0,61.6,415893000.0,6.0,90.14
2023,11,686.0,79.0,1.0,22.915000000000003,229694000.0,6.0,36.15
2020,1,35.5,5.0,2.0,43.28583333333333,750576000.0,12.0,165.4
2023,1,324.0,17.0,2.0,36.13833333333333,284679000.0,6.0,133.53
2023,6,690.0,92.0,1.0,44.945,320996000.0,6.0,199.59
2023,10,170.5,7.0,1.0,24.72666666666667,244436000.0,6.0,144.2
2023,6,198.66666666666663,38.0,3.0,44.945,320996000.0,6.0,141.83
2022,12,8.0,1.0,1.0,36.53833333333333,288391000.0,6.0,69.38
2023,5,18.0,2.0,1.0,46.355,326783000.0,6.0,140.63
2021,3,1457.0,56.0,1.0,69.53833333333334,440241000.0,6.0,144.73
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,141.5
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,64.14
2021,4,18.0,1.0,1.0,71.15166666666666,454646000.0,6.0,106.44
2022,11,170.5,7.0,1.0,35.45333333333333,290429000.0,6.0,161.59
2023,4,57.0,4.0,1.0,46.845,329634000.0,6.0,178.73
2020,7,170.5,7.0,1.0,38.525,316270000.0,6.0,134.3
2021,6,29.0,2.0,2.0,61.6,415893000.0,6.0,136.79
2023,8,170.5,7.0,1.0,35.550000000000004,289801000.0,6.0,140.03
2022,4,22.0,6.0,1.0,69.625,417610000.0,6.0,123.06
2022,12,170.5,7.0,1.0,36.53833333333333,288391000.0,6.0,46.94
2024,4,1188.3333333333333,305.0,3.0,49.43333333333334,341213000.0,6.0,77.7
2021,3,282.5,76.0,2.0,69.53833333333334,440241000.0,6.0,49.93
2023,2,22.0,4.0,1.0,39.745,304390000.0,6.0,112.1
2021,2,1758.0,55.0,1.0,63.975,381253000.0,6.0,95.25
2021,5,170.5,7.0,1.0,67.79166666666667,440658000.0,6.0,193.69
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,81.79
2020,7,1655.0,16.0,1.0,38.525,316270000.0,6.0,136.31
2021,5,16507.0,2367.0,2.0,67.79166666666667,440658000.0,6.0,76.17
2022,7,3.0,1.0,1.0,52.675,353454000.0,6.0,118.72
2024,1,7434.666666666667,1997.0,3.0,35.190000000000005,280086000.0,6.0,227.34
2021,7,49803.0,5651.0,1.0,53.97166666666666,382565000.0,6.0,189.65
2020,5,170.5,7.0,1.0,46.24333333333334,353544000.0,6.0,126.31
2020,10,170.5,7.0,1.0,25.903333333333336,258732000.0,6.0,71.21
2024,5,2785.0,5.0,1.0,47.67666666666667,331440000.0,6.0,184.91
2024,8,41.0,2.0,1.0,32.655,257371000.0,6.0,92.35
2024,7,7.5,2.0,2.0,39.32833333333333,289223000.0,6.0,211.81
2020,1,35.0,2.0,1.0,43.28583333333333,750576000.0,12.0,178.84
2024,6,125.0,4.0,1.0,44.92,314563000.0,6.0,108.34
2022,8,170.5,7.0,1.0,46.225,334604000.0,6.0,117.51
2023,4,53.0,1.0,1.0,46.845,329634000.0,6.0,115.56
2021,9,4549.0,704.0,2.0,44.46666666666667,328160000.0,6.0,98.82
2023,6,39.0,5.0,1.0,44.945,320996000.0,6.0,131.87
2021,3,51.0,1.0,1.0,69.53833333333334,440241000.0,6.0,196.58
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,1.0
2024,6,1942.5,15.0,2.0,44.92,314563000.0,6.0,79.1
2023,2,601.0,5.0,1.0,39.745,304390000.0,6.0,98.8
2023,5,18.0,2.0,1.0,46.355,326783000.0,6.0,90.31
2023,10,383.0,9.0,1.0,24.72666666666667,244436000.0,6.0,94.42
2023,8,170.5,7.0,1.0,35.550000000000004,289801000.0,6.0,120.66
2023,9,107.0,10.0,1.0,29.215,272137000.0,6.0,108.61
2022,4,1559.0,32.0,1.0,69.625,417610000.0,6.0,195.73
2023,12,170.5,7.0,1.0,26.203333333333333,247671000.0,6.0,148.08
2022,11,170.5,7.0,1.0,35.45333333333333,290429000.0,6.0,154.62
2020,1,170.5,7.0,1.0,43.28583333333333,750576000.0,12.0,162.87
2022,1,58.0,1.0,1.0,52.89333333333334,324869000.0,6.0,99.66
2023,6,1.0,1.0,1.0,44.945,320996000.0,6.0,123.2
2022,6,13678.0,1090.0,1.0,59.61666666666667,373647000.0,6.0,209.06
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,243.19
2022,7,170.5,7.0,1.0,52.675,353454000.0,6.0,116.8
2021,11,170.5,7.0,1.0,36.111666666666665,299884000.0,6.0,84.63
2022,3,170.5,7.0,1.0,71.255,424798000.0,6.0,1.0
2022,10,146.0,3.0,1.0,40.355,303945000.0,6.0,97.83
2020,2,15.0,1.0,1.0,44.46666666666667,320996000.0,6.0,120.35
2023,7,1335.6666666666667,206.0,3.0,41.435,306447000.0,6.0,90.84
2021,7,170.5,7.0,1.0,53.97166666666666,382565000.0,6.0,121.13
2022,3,72.0,9.0,2.0,71.255,424798000.0,6.0,188.37
2021,2,98.0,5.0,1.0,63.975,381253000.0,6.0,131.28
2021,2,98.0,5.0,1.0,63.975,381253000.0,6.0,36.11
2022,10,133.0,11.0,3.0,40.355,303945000.0,6.0,89.27
2020,9,170.5,7.0,1.0,28.296666666666667,275243000.0,6.0,161.95
2021,6,63.0,1.0,1.0,61.6,415893000.0,6.0,133.54
2024,6,170.5,7.0,1.0,44.92,314563000.0,6.0,153.51
2023,1,170.5,7.0,1.0,36.13833333333333,284679000.0,6.0,199.88
2024,3,170.5,7.0,1.0,49.19499999999999,340131000.0,6.0,171.29
2021,4,1461.5,10.0,2.0,71.15166666666666,454646000.0,6.0,151.1
2022,3,170.5,7.0,1.0,71.255,424798000.0,6.0,81.68
2024,1,27.0,6.0,2.0,35.190000000000005,280086000.0,6.0,186.27
2023,12,170.5,7.0,1.0,26.203333333333333,247671000.0,6.0,144.59
2023,4,61.0,2.0,1.0,46.845,329634000.0,6.0,138.54
2022,5,663.0,40.0,2.0,65.71,400103000.0,6.0,126.04
2023,2,170.5,7.0,1.0,39.745,304390000.0,6.0,118.66
2022,8,51.0,3.0,2.0,46.225,334604000.0,6.0,101.95
2022,4,3.0,1.0,1.0,69.625,417610000.0,6.0,122.78
2023,7,5729.5,491.0,2.0,41.435,306447000.0,6.0,91.93
2023,6,586.0,41.0,5.0,44.945,320996000.0,6.0,183.41
2020,11,27.0,1.0,1.0,24.118333333333336,243861000.0,6.0,183.12
2020,9,99.0,2.0,2.0,28.296666666666667,275243000.0,6.0,160.36
2022,12,170.5,7.0,1.0,36.53833333333333,288391000.0,6.0,142.46
2020,8,2580.333333333333,571.0,3.0,32.69166666666667,294685000.0,6.0,146.76
2021,2,3.0,1.0,1.0,63.975,381253000.0,6.0,105.8
2020,6,420.6666666666667,5.0,3.0,43.65833333333334,337939000.0,6.0,92.74
2022,11,69.0,9.0,1.0,35.45333333333333,290429000.0,6.0,55.73
2024,3,13.0,2.0,1.0,49.19499999999999,340131000.0,6.0,177.7
2022,10,170.5,7.0,1.0,40.355,303945000.0,6.0,162.05
2023,4,23.0,2.0,1.0,46.845,329634000.0,6.0,119.49
2023,4,5.0,1.0,1.0,46.845,329634000.0,6.0,114.9
2022,11,170.5,7.0,1.0,35.45333333333333,290429000.0,6.0,142.01
2024,6,77.0,6.0,1.0,44.92,314563000.0,6.0,219.45
2021,3,170.5,7.0,1.0,69.53833333333334,440241000.0,6.0,141.98
2022,5,926.0,38.0,1.0,65.71,400103000.0,6.0,212.63
2023,9,5010.333333333333,1770.0,3.0,29.215,272137000.0,6.0,88.44
2023,4,170.5,7.0,1.0,46.845,329634000.0,6.0,165.16
2024,5,86.0,7.0,1.0,47.67666666666667,331440000.0,6.0,121.57
2023,12,321.0,47.0,2.0,26.203333333333333,247671000.0,6.0,65.58
2020,3,170.5,7.0,1.0,45.97083333333333,763761000.0,12.0,152.7
2021,6,170.5,7.0,1.0,61.6,415893000.0,6.0,95.57
2020,8,1555.0,155.0,1.0,32.69166666666667,294685000.0,6.0,80.96
2024,5,42.5,3.0,2.0,47.67666666666667,331440000.0,6.0,146.12
2024,2,101.0,8.0,1.0,44.58833333333333,331522000.0,6.0,220.87
2021,3,170.5,7.0,1.0,69.53833333333334,440241000.0,6.0,131.98
2023,12,170.5,7.0,1.0,26.203333333333333,247671000.0,6.0,180.62
2022,2,525.5,10.0,2.0,66.33666666666666,380070000.0,6.0,168.21
2021,9,1856.0,241.0,2.0,44.46666666666667,328160000.0,6.0,150.08
2020,11,170.5,7.0,1.0,24.118333333333336,243861000.0,6.0,172.63
2022,1,3385.0,925.0,3.0,52.89333333333334,324869000.0,6.0,110.93
2020,11,357.0,37.0,1.0,24.118333333333336,243861000.0,6.0,90.12
2022,11,8.0,1.0,1.0,35.45333333333333,290429000.0,6.0,137.87
2020,5,122.0,1.0,1.0,46.24333333333334,353544000.0,6.0,93.86
2023,6,690.0,92.0,1.0,44.945,320996000.0,6.0,39.14
2024,8,45.0,1.0,1.0,32.655,257371000.0,6.0,76.75
2020,12,170.5,7.0,1.0,33.15833333333333,251570000.0,6.0,132.34
2020,10,14.0,1.0,1.0,25.903333333333336,258732000.0,6.0,165.76
2023,12,170.5,7.0,1.0,26.203333333333333,247671000.0,6.0,78.39
2021,9,170.5,7.0,1.0,44.46666666666667,328160000.0,6.0,134.32
2022,1,3385.0,925.0,3.0,52.89333333333334,324869000.0,6.0,110.83
2022,3,170.5,7.0,1.0,71.255,424798000.0,6.0,88.61
2023,12,18.0,1.0,1.0,26.203333333333333,247671000.0,6.0,81.51
2023,8,423.0,1.0,1.0,35.550000000000004,289801000.0,6.0,113.01
2020,1,170.5,7.0,1.0,43.28583333333333,750576000.0,12.0,139.64
2022,4,21.0,9.0,1.0,69.625,417610000.0,6.0,155.74
2020,2,305.0,6.0,1.0,44.46666666666667,320996000.0,6.0,60.32
2021,6,170.5,7.0,1.0,61.6,415893000.0,6.0,119.39
2021,3,170.5,7.0,1.0,69.53833333333334,440241000.0,6.0,108.1
2020,1,499.0,13.0,1.0,43.28583333333333,750576000.0,12.0,119.83
2023,11,170.5,7.0,1.0,22.915000000000003,229694000.0,6.0,139.52
2024,7,30.0,1.0,1.0,39.32833333333333,289223000.0,6.0,114.82
2022,7,88.0,1.0,1.0,52.675,353454000.0,6.0,122.1
2022,2,170.5,7.0,1.0,66.33666666666666,380070000.0,6.0,67.57
2022,6,170.5,7.0,1.0,59.61666666666667,373647000.0,6.0,164.61
2024,6,170.5,7.0,1.0,44.92,314563000.0,6.0,190.93
2022,5,170.5,7.0,1.0,65.71,400103000.0,6.0,148.36
2024,1,27.0,6.0,2.0,35.190000000000005,280086000.0,6.0,209.89
2022,6,170.5,7.0,1.0,59.61666666666667,373647000.0,6.0,139.24
2023,4,170.5,7.0,1.0,46.845,329634000.0,6.0,199.99
2023,3,1606.0,7.0,1.0,42.32666666666667,313051000.0,6.0,56.13
2020,6,170.5,7.0,1.0,43.65833333333334,337939000.0,6.0,106.6
2022,9,170.5,7.0,1.0,42.855,318643000.0,6.0,157.89
2021,9,170.5,7.0,1.0,44.46666666666667,328160000.0,6.0,172.61
2021,2,37.5,7.0,2.0,63.975,381253000.0,6.0,208.35
2021,1,170.5,7.0,1.0,42.87166666666667,270220000.0,6.0,43.23
2024,7,1111.0,4.0,1.0,39.32833333333333,289223000.0,6.0,121.41
2023,2,311.6666666666667,62.0,3.0,39.745,304390000.0,6.0,77.94
2023,2,27.0,2.0,1.0,39.745,304390000.0,6.0,160.85
2023,1,170.5,7.0,1.0,36.13833333333333,284679000.0,6.0,97.76
2023,1,170.5,7.0,1.0,36.13833333333333,284679000.0,6.0,121.42
2023,9,170.5,7.0,1.0,29.215,272137000.0,6.0,176.12
2023,4,178.0,3.0,2.0,46.845,329634000.0,6.0,163.37
2021,11,31.0,2.0,1.0,36.111666666666665,299884000.0,6.0,126.83
2023,3,51.5,9.0,2.0,42.32666666666667,313051000.0,6.0,77.89
2023,10,171.0,20.0,2.0,24.72666666666667,244436000.0,6.0,184.26
2021,2,24.5,8.0,2.0,63.975,381253000.0,6.0,149.63
2024,8,377.0,12.0,1.0,32.655,257371000.0,6.0,127.12
2021,1,170.5,7.0,1.0,42.87166666666667,270220000.0,6.0,169.57
2023,12,170.5,7.0,1.0,26.203333333333333,247671000.0,6.0,156.85
2021,3,8.0,1.0,1.0,69.53833333333334,440241000.0,6.0,140.05
2022,9,113.5,3.0,2.0,42.855,318643000.0,6.0,128.18
2023,8,170.5,7.0,1.0,35.550000000000004,289801000.0,6.0,144.92
2023,1,1154.0,72.0,1.0,36.13833333333333,284679000.0,6.0,205.27
2022,9,170.5,7.0,1.0,42.855,318643000.0,6.0,181.3
2020,1,26.0,4.0,1.0,43.28583333333333,750576000.0,12.0,145.05
2022,11,170.5,7.0,1.0,35.45333333333333,290429000.0,6.0,92.36
2021,2,88.0,9.0,1.0,63.975,381253000.0,6.0,109.5
2021,3,170.5,7.0,1.0,69.53833333333334,440241000.0,6.0,167.37
2020,12,170.5,7.0,1.0,33.15833333333333,251570000.0,6.0,97.99
2024,9,6.0,2.0,1.0,25.81833333333333,233360000.0,6.0,128.39
2022,2,18.0,1.0,1.0,66.33666666666666,380070000.0,6.0,98.42
2022,3,1346.0,87.0,1.0,71.255,424798000.0,6.0,150.47
2020,1,170.5,7.0,1.0,43.28583333333333,750576000.0,12.0,124.6
2023,1,389.0,35.0,1.0,36.13833333333333,284679000.0,6.0,202.91
2022,12,2.0,2.0,1.0,36.53833333333333,288391000.0,6.0,144.41
2023,5,22.0,1.0,1.0,46.355,326783000.0,6.0,187.12
2023,11,170.5,7.0,1.0,22.915000000000003,229694000.0,6.0,135.78
2023,12,649.0,10.0,1.0,26.203333333333333,247671000.0,6.0,115.02
2021,11,145.0,13.0,1.0,36.111666666666665,299884000.0,6.0,219.28
2023,10,2240.0,106.0,1.0,24.72666666666667,244436000.0,6.0,139.84
2022,9,170.5,7.0,1.0,42.855,318643000.0,6.0,121.51
2022,5,135.0,13.0,1.0,65.71,400103000.0,6.0,112.29
2024,9,170.5,7.0,1.0,25.81833333333333,233360000.0,6.0,180.05
2022,4,1856.0,192.0,1.0,69.625,417610000.0,6.0,139.42
2022,3,170.5,7.0,1.0,71.255,424798000.0,6.0,87.61
2024,1,27.0,6.0,2.0,35.190000000000005,280086000.0,6.0,211.87
2023,1,389.0,35.0,1.0,36.13833333333333,284679000.0,6.0,76.2
2024,1,170.5,7.0,1.0,35.190000000000005,280086000.0,6.0,115.24
2021,7,170.5,7.0,1.0,53.97166666666666,382565000.0,6.0,124.95
2022,9,2357.0,188.0,1.0,42.855,318643000.0,6.0,177.16
2024,2,713.0,4.0,1.0,44.58833333333333,331522000.0,6.0,145.16
2022,7,141.5,12.0,2.0,52.675,353454000.0,6.0,189.18
2022,5,176.0,16.0,1.0,65.71,400103000.0,6.0,153.1
2021,7,46.0,1.0,1.0,53.97166666666666,382565000.0,6.0,107.92
2020,6,170.5,7.0,1.0,43.65833333333334,337939000.0,6.0,150.36
2021,12,170.5,7.0,1.0,44.43,313786000.0,6.0,108.66
2020,2,170.5,7.0,1.0,44.46666666666667,320996000.0,6.0,94.72
2022,12,170.5,7.0,1.0,36.53833333333333,288391000.0,6.0,103.95
2024,5,1969.0,99.0,1.0,47.67666666666667,331440000.0,6.0,90.64
2022,4,170.5,7.0,1.0,69.625,417610000.0,6.0,180.32
2023,4,56.5,5.0,2.0,46.845,329634000.0,6.0,133.62
2022,12,27.0,2.0,1.0,36.53833333333333,288391000.0,6.0,115.31
2021,1,170.5,7.0,1.0,42.87166666666667,270220000.0,6.0,98.3
2024,6,34989.0,495.0,1.0,44.92,314563000.0,6.0,97.8
2022,11,1015.0,71.0,1.0,35.45333333333333,290429000.0,6.0,248.31
2022,6,170.5,7.0,1.0,59.61666666666667,373647000.0,6.0,89.99
2021,6,64.0,3.0,1.0,61.6,415893000.0,6.0,140.51
2024,8,377.0,12.0,1.0,32.655,257371000.0,6.0,163.87
2021,3,17.0,1.0,1.0,69.53833333333334,440241000.0,6.0,158.21
2022,10,7793.0,794.0,1.0,40.355,303945000.0,6.0,173.9
2021,8,20.0,1.0,1.0,48.65833333333333,348099000.0,6.0,154.62
2023,11,222.0,2.0,2.0,22.915000000000003,229694000.0,6.0,149.75
2022,2,37.0,1.0,1.0,66.33666666666666,380070000.0,6.0,71.08
2024,4,212.5,23.0,2.0,49.43333333333334,341213000.0,6.0,167.55
2023,11,108.0,5.0,1.0,22.915000000000003,229694000.0,6.0,130.38
2024,4,170.5,7.0,1.0,49.43333333333334,341213000.0,6.0,107.52
2020,12,332.0,1.0,1.0,33.15833333333333,251570000.0,6.0,92.24
2021,3,51.0,1.0,1.0,69.53833333333334,440241000.0,6.0,143.04
2023,2,7.0,1.0,1.0,39.745,304390000.0,6.0,136.29
2020,8,170.5,7.0,1.0,32.69166666666667,294685000.0,6.0,98.8
2024,3,170.5,7.0,1.0,49.19499999999999,340131000.0,6.0,215.77
2022,9,170.5,7.0,1.0,42.855,318643000.0,6.0,80.81
2022,4,5.0,2.0,1.0,69.625,417610000.0,6.0,221.32
2024,8,156.75,12.0,4.0,32.655,257371000.0,6.0,60.14
2020,1,35.0,3.0,1.0,43.28583333333333,750576000.0,12.0,109.02
2021,2,707.0,4.0,1.0,63.975,381253000.0,6.0,151.78
2023,6,27.0,8.0,3.0,44.945,320996000.0,6.0,147.89
2022,6,170.5,7.0,1.0,59.61666666666667,373647000.0,6.0,120.79
2021,12,2957.0,275.0,1.0,44.43,313786000.0,6.0,167.02
2022,6,1603.5,4.0,2.0,59.61666666666667,373647000.0,6.0,58.91
2020,11,37.0,2.0,1.0,24.118333333333336,243861000.0,6.0,123.89
2023,5,22.0,1.0,1.0,46.355,326783000.0,6.0,102.04
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,74.06
2021,4,819.0,61.0,1.0,71.15166666666666,454646000.0,6.0,134.49
2023,6,2527.0,213.0,1.0,44.945,320996000.0,6.0,129.5
2021,3,236.75,67.0,4.0,69.53833333333334,440241000.0,6.0,183.12
2023,10,170.5,7.0,1.0,24.72666666666667,244436000.0,6.0,133.74
2024,4,14.666666666666666,3.0,3.0,49.43333333333334,341213000.0,6.0,167.16
2020,10,147.5,25.0,2.0,25.903333333333336,258732000.0,6.0,154.21
2022,5,170.5,7.0,1.0,65.71,400103000.0,6.0,96.22
2020,10,187.0,22.0,1.0,25.903333333333336,258732000.0,6.0,163.21
2023,9,54233.0,4814.0,1.0,29.215,272137000.0,6.0,60.13
2024,7,170.5,7.0,1.0,39.32833333333333,289223000.0,6.0,159.13
2021,9,1856.0,241.0,2.0,44.46666666666667,328160000.0,6.0,29.18
2021,7,78.0,3.0,1.0,53.97166666666666,382565000.0,6.0,192.24
2023,6,198.66666666666663,38.0,3.0,44.945,320996000.0,6.0,56.1
2022,11,142.33333333333334,5.0,3.0,35.45333333333333,290429000.0,6.0,145.0
2021,5,235.33333333333331,65.0,3.0,67.79166666666667,440658000.0,6.0,107.47
2022,6,279.0,7.0,2.0,59.61666666666667,373647000.0,6.0,212.97
2021,9,170.5,7.0,1.0,44.46666666666667,328160000.0,6.0,190.83
2021,9,101.0,3.0,2.0,44.46666666666667,328160000.0,6.0,88.43
2024,2,322.0,99.0,2.0,44.58833333333333,331522000.0,6.0,130.43
2024,3,170.5,7.0,1.0,49.19499999999999,340131000.0,6.0,111.43
2020,7,170.5,7.0,1.0,38.525,316270000.0,6.0,73.46
2023,11,170.5,7.0,1.0,22.915000000000003,229694000.0,6.0,148.63
2024,2,170.5,7.0,1.0,44.58833333333333,331522000.0,6.0,156.15
2022,10,1972.0,67.0,2.0,40.355,303945000.0,6.0,157.14
2024,4,10.0,2.0,1.0,49.43333333333334,341213000.0,6.0,131.7
2024,3,38282.0,14616.0,4.0,49.19499999999999,340131000.0,6.0,139.35
2023,2,170.5,7.0,1.0,39.745,304390000.0,6.0,39.63
2023,1,170.5,7.0,1.0,36.13833333333333,284679000.0,6.0,143.34
2024,6,170.5,7.0,1.0,44.92,314563000.0,6.0,109.72
2023,8,3491.0,338.0,1.0,35.550000000000004,289801000.0,6.0,144.31
2021,6,278.0,7.0,1.0,61.6,415893000.0,6.0,106.53
2020,11,170.5,7.0,1.0,24.118333333333336,243861000.0,6.0,144.07
2021,11,170.5,7.0,1.0,36.111666666666665,299884000.0,6.0,157.18
2020,1,170.5,7.0,1.0,43.28583333333333,750576000.0,12.0,93.34
2020,3,170.5,7.0,1.0,45.97083333333333,763761000.0,12.0,114.98
2020,9,17.0,1.0,1.0,28.296666666666667,275243000.0,6.0,172.07
2021,8,170.5,7.0,1.0,48.65833333333333,348099000.0,6.0,35.94
2024,5,5110.5,1112.0,2.0,47.67666666666667,331440000.0,6.0,167.97
2022,3,170.5,7.0,1.0,71.255,424798000.0,6.0,56.87
2021,12,170.5,7.0,1.0,44.43,313786000.0,6.0,182.27
2022,8,467.75,66.0,4.0,46.225,334604000.0,6.0,137.23
2021,7,170.5,7.0,1.0,53.97166666666666,382565000.0,6.0,95.52
2022,2,170.5,7.0,1.0,66.33666666666666,380070000.0,6.0,85.84
2021,9,154.0,4.0,1.0,44.46666666666667,328160000.0,6.0,58.62
2023,3,1606.0,7.0,1.0,42.32666666666667,313051000.0,6.0,33.1
2020,4,2.0,1.0,1.0,47.95166666666666,372131000.0,6.0,47.04
2021,6,29.0,2.0,2.0,61.6,415893000.0,6.0,103.33
2022,4,170.5,7.0,1.0,69.625,417610000.0,6.0,156.16
2024,6,170.5,7.0,1.0,44.92,314563000.0,6.0,168.84
2022,1,20287.0,42.0,1.0,52.89333333333334,324869000.0,6.0,163.53
2024,4,34.0,3.0,1.0,49.43333333333334,341213000.0,6.0,103.13
2020,6,170.5,7.0,1.0,43.65833333333334,337939000.0,6.0,162.6
2022,12,16858.0,1689.0,1.0,36.53833333333333,288391000.0,6.0,201.97
2023,4,474.0,37.0,1.0,46.845,329634000.0,6.0,164.75
2023,6,586.0,41.0,5.0,44.945,320996000.0,6.0,120.16
2023,5,10.5,2.0,2.0,46.355,326783000.0,6.0,145.65
2023,11,170.5,7.0,1.0,22.915000000000003,229694000.0,6.0,115.49
2023,12,360.0,42.0,1.0,26.203333333333333,247671000.0,6.0,92.47
2023,6,133.5,6.0,2.0,44.945,320996000.0,6.0,171.19
2021,12,170.5,7.0,1.0,44.43,313786000.0,6.0,102.41
2022,3,81.0,9.0,1.0,71.255,424798000.0,6.0,158.08
2023,5,170.5,7.0,1.0,46.355,326783000.0,6.0,182.24
2023,2,10.0,1.0,1.0,39.745,304390000.0,6.0,83.84
2022,5,940.0,12.0,1.0,65.71,400103000.0,6.0,105.0
2020,2,62.0,16.0,2.0,44.46666666666667,320996000.0,6.0,140.8
2022,9,170.5,7.0,1.0,42.855,318643000.0,6.0,169.79
2022,2,1189.0,362.0,2.0,66.33666666666666,380070000.0,6.0,103.51
2020,2,1.0,1.0,1.0,44.46666666666667,320996000.0,6.0,143.01
2023,9,5010.333333333333,1770.0,3.0,29.215,272137000.0,6.0,77.66
2022,6,111386.0,8042.0,1.0,59.61666666666667,373647000.0,6.0,154.12
2020,10,170.5,7.0,1.0,25.903333333333336,258732000.0,6.0,127.15
2022,2,170.5,7.0,1.0,66.33666666666666,380070000.0,6.0,130.27
2021,9,409.0,24.0,1.0,44.46666666666667,328160000.0,6.0,163.9
2021,2,1793.0,164.0,1.0,63.975,381253000.0,6.0,129.67
2021,7,170.5,7.0,1.0,53.97166666666666,382565000.0,6.0,141.38
2024,7,94.0,2.0,1.0,39.32833333333333,289223000.0,6.0,156.71
2022,5,170.5,7.0,1.0,65.71,400103000.0,6.0,152.64
2023,2,22.0,4.0,1.0,39.745,304390000.0,6.0,78.09
2022,12,21.0,1.0,1.0,36.53833333333333,288391000.0,6.0,184.59
2023,2,19.0,6.0,1.0,39.745,304390000.0,6.0,172.07
2021,4,1461.5,10.0,2.0,71.15166666666666,454646000.0,6.0,90.92
2023,7,65.0,1.0,1.0,41.435,306447000.0,6.0,172.56
2020,11,170.5,7.0,1.0,24.118333333333336,243861000.0,6.0,73.68
2021,7,170.5,7.0,1.0,53.97166666666666,382565000.0,6.0,66.93
2020,12,7.0,1.0,1.0,33.15833333333333,251570000.0,6.0,142.82
2022,6,443.0,6.0,1.0,59.61666666666667,373647000.0,6.0,129.81
2022,8,170.5,7.0,1.0,46.225,334604000.0,6.0,100.5
2024,2,499.0,58.0,1.0,44.58833333333333,331522000.0,6.0,78.35
2024,8,1177.0,3.0,1.0,32.655,257371000.0,6.0,43.86
2020,10,170.5,7.0,1.0,25.903333333333336,258732000.0,6.0,120.59
2024,3,170.5,7.0,1.0,49.19499999999999,340131000.0,6.0,203.82
2022,5,14.0,4.0,1.0,65.71,400103000.0,6.0,133.0
2024,5,170.5,7.0,1.0,47.67666666666667,331440000.0,6.0,169.25
2023,7,65.0,1.0,1.0,41.435,306447000.0,6.0,103.79
2020,11,1.0,1.0,1.0,24.118333333333336,243861000.0,6.0,152.87
2021,7,666.0,15.0,1.0,53.97166666666666,382565000.0,6.0,176.37
2021,3,282.5,76.0,2.0,69.53833333333334,440241000.0,6.0,147.71
2024,6,77.0,6.0,1.0,44.92,314563000.0,6.0,146.59
2023,12,18.0,1.0,1.0,26.203333333333333,247671000.0,6.0,111.66
2023,8,263.0,46.0,2.0,35.550000000000004,289801000.0,6.0,165.71
2023,8,245.0,30.0,2.0,35.550000000000004,289801000.0,6.0,83.02
2022,3,53.0,1.0,1.0,71.255,424798000.0,6.0,83.79
2024,6,170.5,7.0,1.0,44.92,314563000.0,6.0,116.52
2022,8,2597.0,233.0,2.0,46.225,334604000.0,6.0,226.54
2023,6,1580.0,13.0,1.0,44.945,320996000.0,6.0,165.84
2021,7,2095.0,219.0,1.0,53.97166666666666,382565000.0,6.0,96.35
2022,3,170.5,7.0,1.0,71.255,424798000.0,6.0,87.55
