DurumId,DurumTarihId,AktifMi,Expr1,BK_Ad,BK_Tip,Sira,BKAktifMi,SuDurumu,KullanilabilirSuKapasite,BarajSuDurumuGosterimi,DolulukOrani,SuYuksekligi,MinSuKapasite,MaxSuYukseklik,MinSuYukseklik,AnalizDurumu,MaxSuKapasite,GunlukSuUretimGosterimi,Not,YIL,AY
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,5313000,16000000,,30.08,14.74,500000,,,,,,,2023,9
0,,,0,Güzelhisar Barajı,,,,97985000,143390000,,59.99,95.58,11960000,,,,,,,2023,10
0,,,0,Balçova Barajı,,,,1286000,7622000,,15.07,117.47,211000,,,,,,,2023,10
0,,,0,Gördes Barajı,,,,32100000,457500000,,3.11,210.75,15500000,,,,,,,2023,10
0,,,0,Tahtalı Barajı,,,,107107000,287050000,,30.48,48.99,19600000,,,,,,,2023,10
0,,,0,Ürkmez Barajı,,,,1728000,8250000,,16.4,30.91,375000,,,,,,,2023,10
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,4230000,16000000,,23.31,14.15,500000,,,,,,,2023,10
0,,,0,Güzelhisar Barajı,,,,95245000,143390000,,58.08,94.94,11960000,,,,,,,2023,11
0,,,0,Balçova Barajı,,,,1314000,7622000,,15.44,117.72,211000,,,,,,,2023,11
0,,,0,Gördes Barajı,,,,27600000,457500000,,2.07,209.2,15500000,,,,,,,2023,11
0,,,0,Tahtalı Barajı,,,,100318000,287050000,,28.12,48.26,19600000,,,,,,,2023,11
0,,,0,Ürkmez Barajı,,,,1507000,8250000,,13.72,30.03,375000,,,,,,,2023,11
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3710000,16000000,,20.06,13.85,500000,,,,,,,2023,11
0,,,0,Güzelhisar Barajı,,,,103389000,143390000,,63.76,96.81,11960000,,,,,,,2023,12
0,,,0,Balçova Barajı,,,,1892000,7622000,,23.03,122.22,211000,,,,,,,2023,12
0,,,0,Gördes Barajı,,,,38346000,457500000,,4.54,212.69,15500000,,,,,,,2023,12
0,,,0,Tahtalı Barajı,,,,98086000,287050000,,27.34,48.02,19600000,,,,,,,2023,12
0,,,0,Ürkmez Barajı,,,,1530000,8250000,,14.0,30.12,375000,,,,,,,2023,12
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,4428000,16000000,,24.55,14.26,500000,,,,,,,2023,12
0,,,0,Güzelhisar Barajı,,,,119223000,143390000,,74.81,100.2,11960000,,,,,,,2024,1
0,,,0,Balçova Barajı,,,,3133000,7622000,,39.31,129.52,211000,,,,,,,2024,1
0,,,0,Gördes Barajı,,,,43152000,457500000,,5.65,214.07,15500000,,,,,,,2024,1
0,,,0,Tahtalı Barajı,,,,106084000,287050000,,30.13,48.88,19600000,,,,,,,2024,1
0,,,0,Ürkmez Barajı,,,,2694000,8250000,,28.11,34.29,375000,,,,,,,2024,1
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,5800000,16000000,,33.13,15.0,500000,,,,,,,2024,1
0,,,0,Güzelhisar Barajı,,,,136225000,143390000,,86.66,103.54,11960000,,,,,,,2024,2
0,,,0,Balçova Barajı,,,,4923000,7622000,,62.79,137.12,211000,,,,,,,2024,2
0,,,0,Gördes Barajı,,,,69560000,457500000,,11.72,220.9,15500000,,,,,,,2024,2
0,,,0,Tahtalı Barajı,,,,111106000,287050000,,31.88,49.42,19600000,,,,,,,2024,2
0,,,0,Ürkmez Barajı,,,,3658000,8250000,,39.79,37.02,375000,,,,,,,2024,2
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,6050000,16000000,,34.69,15.12,500000,,,,,,,2024,2
0,,,0,Güzelhisar Barajı,,,,139916000,143390000,,89.24,104.23,11960000,,,,,,,2024,3
0,,,0,Balçova Barajı,,,,5698000,7622000,,72.96,139.84,211000,,,,,,,2024,3
0,,,0,Gördes Barajı,,,,70451000,457500000,,11.93,221.11,15500000,,,,,,,2024,3
0,,,0,Tahtalı Barajı,,,,112222000,287050000,,32.27,49.54,19600000,,,,,,,2024,3
0,,,0,Ürkmez Barajı,,,,3818000,8250000,,41.73,37.42,375000,,,,,,,2024,3
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,8026000,16000000,,47.04,16.11,500000,,,,,,,2024,3
0,,,0,Güzelhisar Barajı,,,,137715000,143390000,,87.7,103.82,11960000,,,,,,,2024,4
0,,,0,Balçova Barajı,,,,5976000,7622000,,76.61,140.75,211000,,,,,,,2024,4
0,,,0,Gördes Barajı,,,,75108000,457500000,,13.0,222.21,15500000,,,,,,,2024,4
0,,,0,Tahtalı Barajı,,,,110920000,287050000,,31.81,49.4,19600000,,,,,,,2024,4
0,,,0,Ürkmez Barajı,,,,3970000,8250000,,43.58,37.8,375000,,,,,,,2024,4
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,7524000,16000000,,43.9,15.84,500000,,,,,,,2024,4
0,,,0,Güzelhisar Barajı,,,,134428000,143390000,,85.41,103.2,11960000,,,,,,,2024,5
0,,,0,Balçova Barajı,,,,5887000,7622000,,75.44,140.46,211000,,,,,,,2024,5
0,,,0,Gördes Barajı,,,,73731000,457500000,,12.68,221.91,15500000,,,,,,,2024,5
0,,,0,Tahtalı Barajı,,,,106642000,287050000,,30.32,48.94,19600000,,,,,,,2024,5
0,,,0,Ürkmez Barajı,,,,3862000,8250000,,42.27,37.53,375000,,,,,,,2024,5
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,6890000,16000000,,39.94,15.53,500000,,,,,,,2024,5
0,,,0,Güzelhisar Barajı,,,,130157000,143390000,,82.43,102.38,11960000,,,,,,,2024,6
0,,,0,Balçova Barajı,,,,5491000,7622000,,70.24,139.14,211000,,,,,,,2024,6
0,,,0,Gördes Barajı,,,,67756000,457500000,,11.31,220.49,15500000,,,,,,,2024,6
0,,,0,Tahtalı Barajı,,,,101155000,287050000,,28.41,48.35,19600000,,,,,,,2024,6
0,,,0,Ürkmez Barajı,,,,3794000,8250000,,41.44,37.36,375000,,,,,,,2024,6
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,6210000,16000000,,35.69,15.2,500000,,,,,,,2024,6
0,,,0,Güzelhisar Barajı,,,,124563000,143390000,,78.53,121.28,11960000,,,,,,,2024,7
0,,,0,Balçova Barajı,,,,4701000,7622000,,59.88,136.29,211000,,,,,,,2024,7
0,,,0,Gördes Barajı,,,,57980000,457500000,,9.06,218.12,15500000,,,,,,,2024,7
0,,,0,Tahtalı Barajı,,,,93715000,287050000,,25.82,47.55,19600000,,,,,,,2024,7
0,,,0,Ürkmez Barajı,,,,3185000,8250000,,34.06,35.8,375000,,,,,,,2024,7
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,5079000,16000000,,28.62,14.61,500000,,,,,,,2024,7
0,,,0,Güzelhisar Barajı,,,,118541000,143390000,,74.33,100.06,11960000,,,,,,,2024,8
0,,,0,Balçova Barajı,,,,3832000,7622000,,48.48,132.77,211000,,,,,,,2024,8
0,,,0,Gördes Barajı,,,,45240000,457500000,,6.13,214.65,15500000,,,,,,,2024,8
0,,,0,Tahtalı Barajı,,,,83578000,287050000,,22.29,46.78,19600000,,,,,,,2024,8
0,,,0,Ürkmez Barajı,,,,2342000,8250000,,23.84,33.14,375000,,,,,,,2024,8
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3838000,16000000,,20.86,13.93,500000,,,,,,,2024,8
0,,,0,Güzelhisar Barajı,,,,113365000,143390000,,70.72,98.98,11960000,,,,,,,2024,9
0,,,0,Balçova Barajı,,,,2480000,7622000,,30.74,125.98,211000,,,,,,,2024,9
0,,,0,Gördes Barajı,,,,39575000,457500000,,4.82,213.05,15500000,,,,,,,2024,9
0,,,0,Tahtalı Barajı,,,,73441000,287050000,,18.76,45.37,19600000,,,,,,,2024,9
0,,,0,Ürkmez Barajı,,,,1605000,8250000,,14.91,30.42,375000,,,,,,,2024,9
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,2894000,16000000,,14.96,13.34,500000,,,,,,,2024,9
0,,,0,Güzelhisar Barajı,,,,109067000,143390000,,67.22,98.06,11960000,,,,,,,2024,10
0,,,0,Balçova Barajı,,,,1420000,7622000,,16.83,118.62,211000,,,,,,,2024,10
0,,,0,Gördes Barajı,,,,33952000,457500000,,3.53,211.36,15500000,,,,,,,2024,10
0,,,0,Tahtalı Barajı,,,,67340000,287050000,,16.63,44.62,19600000,,,,,,,2024,10
0,,,0,Ürkmez Barajı,,,,1356000,8250000,,11.89,29.36,375000,,,,,,,2024,10
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,2311000,16000000,,11.32,12.97,500000,,,,,,,2024,10
0,,,0,Güzelhisar Barajı,,,,106000000,143390000,,65.58,97.39,11960000,,,,,,,2024,11
0,,,0,Balçova Barajı,,,,1137000,7622000,,13.12,116.1,211000,,,,,,,2024,11
0,,,0,Gördes Barajı,,,,28380000,457500000,,2.25,209.46,15500000,,,,,,,2024,11
0,,,0,Tahtalı Barajı,,,,59010000,287050000,,13.73,43.43,19600000,,,,,,,2024,11
0,,,0,Ürkmez Barajı,,,,1145000,8250000,,9.33,28.42,375000,,,,,,,2024,11
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,1758000,16000000,,7.86,12.56,500000,,,,,,,2024,11
0,,,0,Güzelhisar Barajı,,,,104240000,143390000,,64.36,97.0,11960000,,,,,,,2024,12
0,,,0,Balçova Barajı,,,,1127000,7622000,,12.99,116.01,211000,,,,,,,2024,12
0,,,0,Gördes Barajı,,,,23020000,457500000,,1.02,207.57,15500000,,,,,,,2024,12
0,,,0,Tahtalı Barajı,,,,51380000,287050000,,11.07,42.01,19600000,,,,,,,2024,12
0,,,0,Ürkmez Barajı,,,,966000,8250000,,7.16,27.52,375000,,,,,,,2024,12
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,1894000,16000000,,8.71,12.66,500000,,,,,,,2024,12
0,,,0,Güzelhisar Barajı,,,,104870000,143390000,,64.8,97.14,11960000,,,,,,,2025,1
0,,,0,Balçova Barajı,,,,1565000,7622000,,18.74,119.8,211000,,,,,,,2025,1
0,,,0,Gördes Barajı,,,,31260000,457500000,,2.91,210.45,15500000,,,,,,,2025,1
0,,,0,Tahtalı Barajı,,,,53900000,287050000,,11.95,42.55,19600000,,,,,,,2025,1
0,,,0,Ürkmez Barajı,,,,1828000,8250000,,17.61,31.31,375000,,,,,,,2025,1
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3726000,16000000,,20.16,13.86,500000,,,,,,,2025,1
0,,,0,Güzelhisar Barajı,,,,112187000,143390000,,69.9,98.73,11960000,,,,,,,2025,2
0,,,0,Balçova Barajı,,,,2670000,7622000,,33.23,127.07,211000,,,,,,,2025,2
0,,,0,Gördes Barajı,,,,45672000,457500000,,6.23,214.77,15500000,,,,,,,2025,2
0,,,0,Tahtalı Barajı,,,,62510000,287050000,,14.95,43.93,19600000,,,,,,,2025,2
0,,,0,Ürkmez Barajı,,,,2616000,8250000,,27.16,34.05,375000,,,,,,,2025,2
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3902000,16000000,,21.26,13.97,500000,,,,,,,2025,2
0,,,0,Güzelhisar Barajı,,,,111484000,143390000,,69.41,98.58,11960000,,,,,,,2025,3
0,,,0,Balçova Barajı,,,,2972000,7622000,,37.19,128.7,211000,,,,,,,2025,3
0,,,0,Gördes Barajı,,,,44484000,457500000,,5.95,214.44,15500000,,,,,,,2025,3
0,,,0,Tahtalı Barajı,,,,64820000,287050000,,15.75,44.26,19600000,,,,,,,2025,3
0,,,0,Ürkmez Barajı,,,,2613000,8250000,,27.13,34.04,375000,,,,,,,2025,3
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3582000,16000000,,19.26,13.77,500000,,,,,,,2025,3
0,,,0,Güzelhisar Barajı,,,,109067000,143390000,,67.72,98.06,11960000,,,,,,,2025,4
0,,,0,Balçova Barajı,,,,3149000,7622000,,39.52,129.6,211000,,,,,,,2025,4
0,,,0,Gördes Barajı,,,,41325000,457500000,,5.23,213.55,15500000,,,,,,,2025,4
0,,,0,Tahtalı Barajı,,,,63630000,287050000,,15.34,44.09,19600000,,,,,,,2025,4
0,,,0,Ürkmez Barajı,,,,2594000,8250000,,26.9,33.98,375000,,,,,,,2025,4
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3438000,16000000,,18.36,13.68,500000,,,,,,,2025,4
0,,,0,Güzelhisar Barajı,,,,106227000,143390000,,65.74,97.44,11960000,,,,,,,2025,5
0,,,0,Balçova Barajı,,,,3375000,7622000,,42.48,130.7,211000,,,,,,,2025,5
0,,,0,Gördes Barajı,,,,41780000,457500000,,5.33,213.68,15500000,,,,,,,2025,5
0,,,0,Tahtalı Barajı,,,,63980000,287050000,,15.46,44.14,19600000,,,,,,,2025,5
0,,,0,Ürkmez Barajı,,,,2555000,8250000,,26.42,33.85,375000,,,,,,,2025,5
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,3150000,16000000,,16.56,13.5,500000,,,,,,,2025,5
0,,,0,Güzelhisar Barajı,,,,104600000,143390000,,64.61,97.08,11960000,,,,,,,2025,6
0,,,0,Balçova Barajı,,,,3430000,7622000,,43.2,130.96,211000,,,,,,,2025,6
0,,,0,Gördes Barajı,,,,33728000,457500000,,3.48,211.29,15500000,,,,,,,2025,6
0,,,0,Tahtalı Barajı,,,,60410000,287050000,,14.22,43.63,19600000,,,,,,,2025,6
0,,,0,Ürkmez Barajı,,,,2417000,8250000,,24.75,33.39,375000,,,,,,,2025,6
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,2478000,16000000,,12.36,13.08,500000,,,,,,,2025,6
0,,,0,Güzelhisar Barajı,,,,99374000,143390000,,60.96,95.9,11960000,,,,,,,2025,7
0,,,0,Balçova Barajı,,,,3265000,7622000,,41.04,130.17,211000,,,,,,,2025,7
0,,,0,Gördes Barajı,,,,23598000,457500000,,1.85,207.75,15500000,,,,,,,2025,7
0,,,0,Tahtalı Barajı,,,,53107000,287050000,,11.67,42.38,19600000,,,,,,,2025,7
0,,,0,Ürkmez Barajı,,,,1910000,8250000,,18.61,31.64,375000,,,,,,,2025,7
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,1797000,16000000,,8.11,12.59,500000,,,,,,,2025,7
0,,,0,Güzelhisar Barajı,,,,94822000,143390000,,57.79,94.84,11960000,,,,,,,2025,8
0,,,0,Balçova Barajı,,,,2385000,7622000,,29.49,125.42,211000,,,,,,,2025,8
0,,,0,Gördes Barajı,,,,16382000,457500000,,0.2,204.41,15500000,,,,,,,2025,8
0,,,0,Tahtalı Barajı,,,,43680000,287050000,,8.39,40.36,19600000,,,,,,,2025,8
0,,,0,Ürkmez Barajı,,,,1286000,8250000,,11.04,29.05,375000,,,,,,,2025,8
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,991000,16000000,,3.07,11.99,500000,,,,,,,2025,8
0,,,0,Güzelhisar Barajı,,,,88246000,143390000,,53.2,93.25,11960000,,,,,,,2025,9
0,,,0,Balçova Barajı,,,,1367000,7622000,,16.14,118.18,211000,,,,,,,2025,9
0,,,0,Gördes Barajı,,,,15500000,457500000,,0.0,204.0,15500000,,,,,,,2025,9
0,,,0,Tahtalı Barajı,,,,35880000,287050000,,5.67,37.96,19600000,,,,,,,2025,9
0,,,0,Ürkmez Barajı,,,,893000,8250000,,6.28,27.1,375000,,,,,,,2025,9
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,603000,16000000,,0.64,11.37,500000,,,,,,,2025,9
0,,,0,Güzelhisar Barajı,,,,82206000,143390000,,48.99,91.72,11960000,,,,,,,2025,10
0,,,0,Balçova Barajı,,,,521000,7622000,,5.04,108.87,211000,,,,,,,2025,10
0,,,0,Gördes Barajı,,,,15500000,457500000,,0.0,204.0,15500000,,,,,,,2025,10
0,,,0,Tahtalı Barajı,,,,29550000,287050000,,3.47,35.82,19600000,,,,,,,2025,10
0,,,0,Ürkmez Barajı,,,,598000,8250000,,2.7,24.98,375000,,,,,,,2025,10
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,514000,16000000,,0.09,11.19,500000,,,,,,,2025,10
0,,,0,Güzelhisar Barajı,,,,79159000,143390000,,46.86,90.92,11960000,,,,,,,2025,10
0,,,0,Balçova Barajı,,,,211000,7622000,,0.0,103.06,211000,,,,,,,2025,10
0,,,0,Gördes Barajı,,,,15500000,457500000,,0.0,204.0,15500000,,,,,,,2025,10
0,,,0,Tahtalı Barajı,,,,24694000,287050000,,1.77,33.83,19600000,,,,,,,2025,10
0,,,0,Ürkmez Barajı,,,,680000,8250000,,3.7,25.8,375000,,,,,,,2025,10
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,508000,16000000,,0.05,11.18,500000,,,,,,,2025,10
0,,,0,Güzelhisar Barajı,,,,74082000,143390000,,43.32,89.54,11960000,,,,,,,2025,11
0,,,0,Balçova Barajı,,,,211000,7622000,,0.0,103.06,211000,,,,,,,2025,11
0,,,0,Gördes Barajı,,,,15500000,457500000,,0.0,204.0,15500000,,,,,,,2025,11
0,,,0,Tahtalı Barajı,,,,22678000,287050000,,1.07,32.71,19600000,,,,,,,2025,11
0,,,0,Ürkmez Barajı,,,,650000,8250000,,3.33,25.5,375000,,,,,,,2025,11
0,,,0,Alaçatı Kutlu Aktaş Barajı,,,,646000,16000000,,0.91,11.41,500000,,,,,,,2025,11
